contractid,contract_name,breastcancer_screen,rectalcancer_screen,cv_cholscreen,diabetes_cholscreen,glaucoma_test,monitoring,flu_vaccine,pn_vaccine,primaryaccess,hospital_followup,depression_followup,nodelays,carequickly,overallrating_care,overallrating_plan,calltime,doctor_communicate,osteo_manage,diabetes_eye,diabetes_kidney,diabetes_bloodsugar,diabetes_chol,antidepressant,bloodpressure,ra_manage,copd_test,betablocker,appeals_timely,appeals_review,new_contract,year,org_type,org_marketing,physical_health,mental_health,osteo_test,physical_monitor,customer_service,bladder,falling,partc_score,cv_diab_cholscreen,diab_healthy,complaints_plan,leave_plan,audit_problems,hold_times,info_accuracy,ttyt_available,diab_cholscreen,corrective_action,low_score,partcd_score,org_parent,bmi_assess,older_medication,older_function,older_pain,readmissions,access_problems,coordination,improve,enroll_timely,specialneeds_manage
H6528,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,3.0,3.0,4.0,,4.0,,2.0,,,,,4.0,4.0,4.0,4.0,,,1.0,3.0,5.0,2.0,2.0,,1.0,3.0,,,,,0.0,2014,Local CCP,Care Improvement Plus,,,,2.0,4.0,2.0,4.0,3.0,,,1.0,4.0,,,,4.0,3.0,,,3.0,"UnitedHealth Group, Inc.",5.0,5.0,5.0,2.0,3.0,4.0,3.0,,,
H6609,HUMANA INSURANCE COMPANY,4.0,5.0,4.0,,3.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,2.0,5.0,5.0,3.0,5.0,,4.0,5.0,,,5.0,4.0,0.0,2014,Local CCP,Humana Insurance Company,,,,3.0,3.0,3.0,2.0,4.0,,,4.0,5.0,,,,5.0,4.0,,,4.5,Humana Inc.,4.0,,,,3.0,5.0,4.0,5.0,,
H6622,HUMANA WI HEALTH ORGANIZATION INSURANCE CORP,4.0,5.0,5.0,,4.0,,4.0,,,,,4.0,5.0,4.0,2.0,,,,4.0,5.0,5.0,5.0,,5.0,5.0,,,5.0,,0.0,2014,Local CCP,Humana WisconsinHealth Organization Insurance Corp,,,,2.0,1.0,2.0,4.0,4.0,,,2.0,1.0,,,,5.0,5.0,,,4.5,Humana Inc.,5.0,,,,5.0,4.0,5.0,2.0,,
H6623,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Maricopa Care Advantage,,,,,,,,,,,,,,,,,,,,,MARICOPA COUNTY SPECIAL HEALTH CARE DISTRICT,,,,,,,,,,
H6681,"HUMANA MEDICAL PLAN OF MICHIGAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,"Humana Medical Plan of Michigan, Inc.",,,,,,,,,,,,,,,,,,,,,Humana Inc.,,,,,,,,,,
H6743,ATRIO HEALTH PLANS,3.0,3.0,2.0,,3.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,,4.0,3.0,3.0,2.0,,3.0,5.0,,,,,0.0,2014,Local CCP,ATRIO Health Plans,,,,2.0,5.0,1.0,3.0,3.5,,,5.0,5.0,,,,4.0,3.0,,,3.5,ATRIO Health Plans,3.0,,,,5.0,2.0,5.0,2.0,,
H6745,AMIDA CARE INC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Amida Care,,,,,,,,,,,,,,,,,,,,,Amida Care Inc.,,,,,,,,,,
H6750,"HARVARD PILGRIM HEALTH CARE OF NEW ENGLAND, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,"Harvard Pilgrim Health Care of New England, Inc.",,,,,,,,,,,,,,,,,,,,,"Harvard Pilgrim Health Care, Inc.",,,,,,,,,,
H6751,"HEALTHSPRING OF TENNESSEE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Cigna-HealthSpring,,,,,,,,,,,,,,,,,,,,,CIGNA,,,,,,,,,,
H6786,"ANTHEM HEALTH PLANS OF MAINE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Anthem Blue Cross and Blue Shield,,,,,,,,,,,5.0,,,,,5.0,,,,,"WellPoint, Inc.",,,,,,,,,,
H6801,"AHS - TULSA OKLAHOMA HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Lovelace Medicare Plan,,,,,,,,,,,1.0,,,,,4.0,,,,,Ardent Health Services.,,,,,,4.0,,,,
H6815,HEALTH NET HEALTH PLAN OF OREGON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,"Health Net Health Plan of Oregon, Inc.",,,,,,,,,,,1.0,,,,,3.0,,,,,"Health Net, Inc.",,,,,,5.0,,,,
H6859,"HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,"Humana Medical Plan of Pennsylvania, Inc.",,,,,,,,,,,,,,,,,,,,,Humana Inc.,,,,,,,,,,
H6864,"GUILDNET, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,GuildNet,,,,,,,,,,,,,,,,3.0,,,,,Jewish Guild Healthcare,,4.0,4.0,3.0,,4.0,,,,
H6870,"SUPERIOR HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Advantage by Superior HealthPlan,,,,,,,,,,,,,,,,,,,,,Centene Corporation,,,,,,,,,,
H6881,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,America's 1st Choice Insurance Company of NC,,,,,,,,,,,,,,,,5.0,,,,,"America's 1st Choice Holdings of N.C., LLC",,,,,,5.0,,,,
H6923,"AETNA HEALTH, INC. (PA)",,,,,,,5.0,,,,,4.0,5.0,4.0,1.0,,,,,,,,,,,,,,,0.0,2014,Local CCP,Aetna Medicare,4.0,2.0,,3.0,3.0,,1.0,,,,1.0,,,,,5.0,,,,,Aetna Inc.,,,,,,1.0,4.0,,,
H6951,TRILLIUM COMMUNITY HEALTH PLAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Trillium Advantage,,,,,,,,,,,,,,,,,,,,,"Agate Resources,  Inc.",,,,,,,,,,
H6952,"UNITEDHEALTHCARE COMMUNITY PLAN, INC",2.0,3.0,2.0,,3.0,,1.0,,,,,4.0,4.0,2.0,4.0,,,,4.0,4.0,3.0,2.0,,4.0,3.0,,,2.0,5.0,0.0,2014,Local CCP,UnitedHealthcare Community Plan,5.0,2.0,,3.0,4.0,,5.0,3.0,,,1.0,3.0,,,,5.0,2.0,,,3.0,"UnitedHealth Group, Inc.",4.0,3.0,3.0,2.0,4.0,1.0,2.0,5.0,,
H6972,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Cigna-HealthSpring,,,,,,,,,,,,,,,,4.0,,,,,CIGNA,,,,,,,,,,
H6974,"ALPHACARE OF NEW YORK, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,"Alphacare of New York, Inc.",,,,,,,,,,,,,,,,,,,,,"AlphaCare Holdings, LLC",,,,,,,,,,
H6988,"CENTERS PLAN FOR HEALTHY LIVING, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Advantage Care,,,,,,,,,,,,,,,,,,,,,"Centers Plan for Healthy Living, LLC",,,,,,,,,,
H7002,HUMANA INSURANCE COMPANY,3.0,3.0,4.0,,2.0,,2.0,,,,,4.0,3.0,5.0,4.0,,,,2.0,4.0,2.0,2.0,,3.0,3.0,,,5.0,,0.0,2014,Local CCP,Humana Insurance Company,,,,2.0,4.0,2.0,3.0,3.0,,,2.0,4.0,,,,5.0,3.0,,,3.5,Humana Inc.,2.0,,,,2.0,5.0,5.0,3.0,,
H7006,ATRIO HEALTH PLANS,5.0,4.0,5.0,,5.0,,4.0,,,,,4.0,5.0,4.0,4.0,,,,5.0,5.0,3.0,3.0,,3.0,,,,1.0,1.0,0.0,2014,Local CCP,ATRIO Health Plans,,,,3.0,5.0,3.0,2.0,3.5,,,3.0,4.0,,,,4.0,5.0,,,4.0,ATRIO Health Plans,4.0,,,,4.0,2.0,3.0,3.0,,
H7015,"HEALTHFIRST HEALTH PLAN OF NEW JERSEY, INC.",3.0,2.0,5.0,,3.0,,3.0,,,,,2.0,3.0,4.0,4.0,,,,3.0,4.0,2.0,2.0,,3.0,2.0,,,4.0,,0.0,2014,Local CCP,Healthfirst NJ Medicare Plan,5.0,3.0,,3.0,3.0,,4.0,3.0,,,2.0,5.0,,,,5.0,4.0,,,3.0,"HF Management Services, LLC",2.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,,
H7020,"CIGNA HEALTHCARE OF SOUTH CAROLINA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Cigna-Healthspring,,,,,,,,,,,,,,,,,,,,,CIGNA,,,,,,,,,,
H7078,"MOLINA HEALTHCARE OF VIRGINIA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Molina Healthcare of Virginia,,,,,,,,,,,,,,,,,,,,,"Molina Healthcare, Inc.,",,,,,,,,,,
H7086,COMMUNITY HEALTH GROUP,3.0,2.0,5.0,,3.0,,4.0,,,,,2.0,1.0,4.0,4.0,,,,4.0,5.0,3.0,3.0,,3.0,,,,,,0.0,2014,Local CCP,Community Health Group,4.0,2.0,,4.0,4.0,,4.0,3.5,,,3.0,3.0,,,,3.0,4.0,,,3.5,Community Health Group,5.0,4.0,4.0,4.0,4.0,4.0,2.0,,,
H7149,"COVENTRY HEALTH CARE OF NEBRASKA, INC.",3.0,4.0,5.0,,3.0,,5.0,,,,,5.0,5.0,4.0,2.0,,,2.0,5.0,4.0,4.0,4.0,,4.0,4.0,,,,,0.0,2014,Local CCP,Coventry Health Care,4.0,2.0,,2.0,4.0,2.0,3.0,3.5,,,4.0,2.0,,,,4.0,2.0,,,4.0,Aetna Inc.,4.0,,,,4.0,4.0,4.0,4.0,,
H7172,"AETNA BETTER HEALTH, INC. (OH)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,"Aetna Better Health of Ohio, MyCare Ohio",,,,,,,,,,,,,,,,,,,,,Aetna Inc.,,,,,,,,,,
H7173,"PEACH STATE HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Advantage by Peach State,,,,,,,,,,,,,,,,4.0,,,,,Centene Corporation,,,,,,1.0,,,,
H7185,"CARILION CLINIC MEDICARE RESOURCES, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Carilion Clinic Medicare Medicaid Plan,,,,,,,,,,,,,,,,,,,,,"Carilion Services, Inc.",,,,,,,,,,
H7187,UNITEDHEALTHCARE INSURANCE COMPANY,2.0,3.0,3.0,,2.0,,4.0,,,,,4.0,4.0,4.0,2.0,,,1.0,3.0,4.0,3.0,2.0,,3.0,5.0,,,4.0,4.0,0.0,2014,Local CCP,UnitedHealthcare,5.0,2.0,,2.0,4.0,2.0,4.0,3.0,,,1.0,2.0,,,,5.0,3.0,,,3.5,"UnitedHealth Group, Inc.",4.0,,,,3.0,1.0,5.0,3.0,,
H7188,HUMANA INSURANCE COMPANY,2.0,2.0,2.0,,3.0,,3.0,,,,,3.0,1.0,4.0,2.0,,,1.0,3.0,4.0,2.0,2.0,,3.0,5.0,,,5.0,,0.0,2014,Local CCP,Humana Insurance Company,4.0,1.0,,1.0,3.0,1.0,1.0,2.5,,,3.0,1.0,,,,5.0,2.0,,,3.0,Humana Inc.,4.0,,,,3.0,5.0,3.0,2.0,,
H7200,"AMERIGROUP TENNESSEE, INC.",2.0,3.0,3.0,,2.0,,2.0,,,,,4.0,4.0,4.0,4.0,,,,4.0,5.0,3.0,3.0,,3.0,3.0,,,3.0,5.0,0.0,2014,Local CCP,Amerigroup,5.0,1.0,,2.0,4.0,3.0,4.0,3.5,,,1.0,3.0,,,,5.0,4.0,,,3.5,"WellPoint, Inc.",4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,,
H7220,"INDIANA UNIVERSITY HEALTH PLANS, INC.",4.0,5.0,5.0,,3.0,,5.0,,,,,4.0,5.0,5.0,4.0,,,2.0,4.0,5.0,4.0,5.0,,4.0,5.0,,,,,0.0,2014,Local CCP,Indiana University Health Plans - Medicare,5.0,2.0,,2.0,4.0,2.0,4.0,4.0,,,5.0,5.0,,,,3.0,4.0,,,4.0,Indiana University Health,4.0,,,,4.0,1.0,5.0,3.0,,
H7245,PREMERA BLUE CROSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Premera Blue Cross Medicare Advantage,,,,,,,,,,,,,,,,,,,,,Premera,,,,,,,,,,
H7292,ALAMEDA ALLIANCE JOINT POWERS AUTHORITY (JPA),3.0,3.0,4.0,,3.0,,4.0,,,,,2.0,1.0,1.0,2.0,,,,3.0,4.0,2.0,3.0,,3.0,2.0,,,5.0,3.0,0.0,2014,Local CCP,Alameda Alliance for Health,5.0,2.0,,5.0,3.0,3.0,5.0,3.0,,,3.0,5.0,,,,4.0,3.0,,,3.0,Alameda Alliance for Health,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,,
H7301,"COVENTRY HEALTH CARE OF ILLINOIS, INC.",3.0,4.0,5.0,,3.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,3.0,4.0,5.0,5.0,5.0,,4.0,5.0,,,5.0,3.0,0.0,2014,Local CCP,"Coventry Health Care of Illinois, Inc.",4.0,3.0,,2.0,3.0,1.0,2.0,4.0,,,5.0,5.0,,,,4.0,4.0,,,4.5,Aetna Inc.,4.0,,,,3.0,4.0,5.0,2.0,,
H7306,FIRST HEALTH LIFE & HEALTH INSURANCE COMPANY,3.0,3.0,4.0,,2.0,,1.0,,,,,3.0,1.0,4.0,1.0,,,,3.0,5.0,4.0,3.0,,4.0,3.0,,,,,0.0,2014,Local CCP,Coventry Health Care,5.0,1.0,,2.0,4.0,2.0,1.0,3.0,,,1.0,2.0,,,,4.0,4.0,,,3.0,Aetna Inc.,4.0,,,,4.0,4.0,3.0,2.0,,
H7419,"NETWORK HEALTH, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Network Health Unify,,,,,,,,,,,,,,,,,,,,,"Tufts Associated HMO, Inc.",,,,,,,,,,
H7475,"CARE WISCONSIN HEALTH PLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,"Care Wisconsin Health Plan, Inc.",,,,,,,,,,,,,,,,3.0,,,,,"Care Wisconsin First, Inc.",,5.0,5.0,5.0,,5.0,,,,
H7542,"ADVICARE, CORP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Advicare,,,,,,,,,,,,,,,,,,,,,"Spartanburg Regional Health Services District, Inc",,,,,,,,,,
H7678,"MOLINA HEALTHCARE OF TEXAS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,"Molina Healthcare of Texas, Inc.",,,,,,,,,,,1.0,2.0,,,,5.0,,,,,"Molina Healthcare, Inc.,",,2.0,3.0,3.0,,5.0,,,,
H7728,"ANTHEM HEALTH PLANS OF NEW HAMPSHIRE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Anthem Blue Cross and Blue Shield,,,,,,,,,,,2.0,,,,,5.0,,,,,"WellPoint, Inc.",,,,,,,,,,
H7787,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",3.0,3.0,5.0,,3.0,,4.0,,,,,1.0,4.0,4.0,2.0,,,2.0,5.0,5.0,3.0,3.0,,3.0,3.0,,,5.0,,0.0,2014,Local CCP,Cigna-HealthSpring,4.0,3.0,,3.0,1.0,2.0,2.0,3.0,,,1.0,1.0,,,,4.0,4.0,,,3.0,CIGNA,5.0,,,,3.0,4.0,3.0,4.0,,
H7811,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Cigna-HealthSpring,,,,,,,,,,,1.0,,,,,4.0,,,,,CIGNA,,,,,,,,,,
H7833,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",,,,,,,,,,,,,,,,,,,,,"UnitedHealth Group, Inc.",,,,,,,,,,
H7844,"MOLINA HEALTHCARE OF MICHIGAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Molina Healthcare of Michigan,,,,,,,,,,,,,,,,,,,,,"Molina Healthcare, Inc.,",,,,,,,,,,
H7885,SAN MATEO HEALTH COMMISSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Health Plan of San Mateo,,,,,,,,,,,,,,,,,,,,,Health Plan of San Mateo,,,,,,,,,,
H7890,SANTA CLARA COUNTY HEALTH AUTHORITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Santa Clara Family Health Plan Cal MediConnect,,,,,,,,,,,,,,,,,,,,,SANTA CLARA COUNTY HEALTH AUTHORITY,,,,,,,,,,
H7908,"AETNA HEALTH, INC. (PA)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Aetna Medicare,4.0,1.0,,3.0,,,,,,,1.0,,,,,5.0,,,,,Aetna Inc.,,,,,,1.0,,,,
H7917,"BLUECROSS BLUESHIELD OF TENNESSEE, INC.",3.0,3.0,5.0,,4.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,2.0,4.0,5.0,4.0,3.0,,4.0,3.0,,,3.0,2.0,0.0,2014,Local CCP,BlueCross BlueShield of Tennessee,4.0,1.0,,2.0,4.0,2.0,2.0,3.5,,,3.0,5.0,,,,4.0,4.0,,,3.5,BlueCross BlueShield of Tennessee,3.0,,,,4.0,4.0,5.0,4.0,,
H7949,"PACIFICARE OF NEVADA, INC.",3.0,5.0,5.0,,4.0,,3.0,,,,,1.0,1.0,1.0,1.0,,,,3.0,5.0,3.0,4.0,,3.0,,,,,,0.0,2014,Local CCP,SecureHorizons by UnitedHealthcare,,,,2.0,1.0,1.0,3.0,2.5,,,1.0,3.0,,,,5.0,4.0,,,3.0,"UnitedHealth Group, Inc.",4.0,,,,2.0,1.0,1.0,1.0,,
H7971,"HORIZON HEALTHCARE OF NEW JERSEY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Horizon Blue Cross Blue Shield of New Jersey,,,,,,,,,,,,,,,,4.0,,,,,"Horizon Healthcare Services, Inc.",,,,,,,,,,
H8016,ORANGE COUNTY HEALTH AUTHORITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,CalOptima,,,,,,,,,,,,,,,,,,,,,Orange County Health Authority,,,,,,,,,,
H8026,"COVENTRY CARES OF MICHIGAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,CoventryCares of Michigan Advantra,,,,,,,,,,,,,,,,,,,,,Aetna Inc.,,,,,,,,,,
H8029,"ELDERPLAN, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,"Elderplan, Inc.",,,,,,,,,,,,,,,,,,,,,"Elderplan, Inc.",,,,,,,,,,
H8046,"MOLINA HEALTHCARE OF ILLINOIS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Molina Healthcare of Illinois,,,,,,,,,,,,,,,,,,,,,"Molina Healthcare, Inc.,",,,,,,,,,,
H8050,"CARILION CLINIC MEDICARE RESOURCES, LLC",1.0,1.0,,,2.0,,4.0,,,,,4.0,4.0,4.0,4.0,,,,2.0,3.0,2.0,2.0,,3.0,,,,,,0.0,2014,Local CCP,Carilion Clinic Medicare Health Plan,,,,1.0,3.0,1.0,1.0,3.0,,,1.0,4.0,,,,4.0,2.0,,,3.0,"Carilion Services, Inc.",5.0,,,,4.0,4.0,5.0,,,
H8056,"AETNA BETTER HEALTH, INC. (NY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Aetna Better Health of New York,,,,,,,,,,,,,,,,,,,,,Aetna Inc.,,,,,,,,,,
H8064,FIRSTCAROLINACARE INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,FirstCarolinaCare Insurance Company,,,,,,,,,,,,,,,,4.0,,,,,"FirstHealth of the Carolinas, Inc.",,,,,,,,,,
H8066,REGENCE BLUESHIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Regence Blue Shield,,,,,,,,,,,,,,,,,,,,,"Cambia Health Solutions, Inc.",,,,,,,,,,
H8091,USABLE MUTUAL INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,ARKANSAS BLUE CROSS AND BLUE SHIELD,,,,,,,,,,,,,,,,5.0,,,,,USAble Mutual Insurance Company,,,,,,5.0,,,,
H8130,"MOLINA HEALTHCARE OF FLORIDA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Molina Healthcare of Florida,,,,3.0,,,,,,,,1.0,,,,5.0,,,,,"Molina Healthcare, Inc.,",,1.0,2.0,2.0,,5.0,,,,
H8145,HUMANA INSURANCE COMPANY,3.0,3.0,3.0,,3.0,,3.0,,,,,5.0,4.0,5.0,4.0,,,2.0,3.0,4.0,3.0,4.0,,3.0,4.0,,,5.0,4.0,0.0,2014,PFFS,Humana Insurance Company,,,,2.0,3.0,3.0,2.0,3.5,,,3.0,2.0,,,,5.0,4.0,,,4.0,Humana Inc.,3.0,,,,3.0,5.0,4.0,5.0,,
H8146,"SECURITYCARE OF TENNESSEE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,BlueChoice Tennessee,,,,,,,,,,,,,,,,,,,,,BlueCross BlueShield of Tennessee,,,,,,,,,,
H8150,"INTEGRA MLTC, INC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Integra Health Plan,,,,,,,,,,,,,,,,,,,,,Personal Touch Holding Corp.,,,,,,,,,,
H8189,"MANAGED HEALTH SERVICES, WISCONSIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2014,Local CCP,Advantage by Managed Health Services,,,,,,,,,,,3.0,,,,,4.0,,,,,Centene Corporation,,1.0,1.0,1.0,,2.0,,,,
H8197,"MOLINA HEALTHCARE OF TEXAS, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Molina Healthcare of Texas,,,,,,,,,,,,,,,,,,,,,"Molina Healthcare, Inc.,",,,,,,,,,,
H8213,"SELECT HEALTH OF SOUTH CAROLINA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,FIRST CHOICE VIP CARE PLUS,,,,,,,,,,,,,,,,,,,,,Independence Blue Cross,,,,,,,,,,
H8237,INSURANCE COMPANY OF SCOTT AND WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Vital Traditions,,,,,,,,,,,,,,,,,,,,,Scott and White Healthcare,,,,,,,,,,
H8258,LOCAL INITIATIVE HEALTH AUTHORITY FOR L.A. COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,L.A. Care Complete Choice,,,,,,,,,,,,,,,,,,,,,Local Initiative Health Authority for LA County,,,,,,,,,,
H8266,"CONSTELLATION HEALTH, LLC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Constellation Health,,,,,,,,,,,,,,,,,,,,,"Constellation Health, LLC.",,,,,,,,,,
H8393,COVENTRY HEALTH AND LIFE INSURANCE COMPANY,3.0,4.0,4.0,,3.0,,4.0,,,,,4.0,5.0,4.0,2.0,,,,4.0,2.0,3.0,3.0,,3.0,,,,5.0,5.0,0.0,2014,Local CCP,Coventry Health Care,,,,1.0,2.0,1.0,3.0,3.0,,,3.0,5.0,,,,4.0,2.0,,,3.5,Aetna Inc.,4.0,,,,2.0,4.0,5.0,2.0,,
H8417,"AMERIGROUP NEW YORK, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,HealthPlus Amerigroup,,,,,,,,,,,,,,,,,,,,,"WellPoint, Inc.",,,,,,,,,,
H8420,"CENTERLIGHT HEALTHCARE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,CenterLight Healthcare,,,,,,,,,,,,,,,,,,,,,"CenterLight Health System, Inc.",,,,,,,,,,
H8423,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,Cigna-HealthSpring,,,,,,,,,,,,,,,,,,,,,CIGNA,,,,,,,,,,
H8432,"ANTHEM HEALTH PLANS OF MAINE, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Anthem Blue Cross and Blue Shield,,,,,,,,,,,,,,,,,,,,,"WellPoint, Inc.",,,,,,,,,,
H8452,CARESOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,CareSource û HumanaÖ MyCare Ohio,,,,,,,,,,,,,,,,,,,,,CareSource Management Group Co.,,,,,,,,,,
H8468,GEISINGER INDEMNITY INSURANCE COMPANY,2.0,2.0,5.0,,2.0,,2.0,,,,,4.0,4.0,4.0,5.0,,,,4.0,4.0,5.0,5.0,,4.0,,,,,,0.0,2014,MSA,Geisinger Gold,,,,1.0,5.0,2.0,2.0,4.0,,,1.0,5.0,,,,,4.0,,,,Geisinger Health System,4.0,,,,5.0,5.0,4.0,3.0,,
H8490,VNS CHOICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Demo,VNSNY CHOICE Medicare,,,,,,,,,,,,,,,,,,,,,Visiting Nurse Service of New York,,,,,,,,,,
H8491,"AMERIHEALTH DISTRICT OF COLUMBIA, INC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,AmeriHealth Caritas VIP Plans,,,,,,,,,,,,,,,,,,,,,Independence Blue Cross,,,,,,,,,,
H8552,ANTHEM BLUE CROSS LIFE AND HEALTH INS COMPANY,3.0,4.0,4.0,,2.0,,3.0,,,,,4.0,4.0,4.0,1.0,,,2.0,3.0,4.0,3.0,3.0,,4.0,4.0,,,3.0,4.0,0.0,2014,Local CCP,Anthem Blue Cross Life and Health Insurance Co.,,,,,2.0,,,,,,1.0,4.0,,,,5.0,4.0,,,3.5,"WellPoint, Inc.",2.0,,,,4.0,3.0,3.0,,,
H8554,VALLEY BAPTIST INSURANCE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2014,Local CCP,Valley Baptist Health Plans,,,,,,,,,,,,,,,,,,,,,"Vanguard Health System, Inc.",,,,,,,,,,
