2014 Data View: Medicare Part D Report Card Master Table,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Organization Marketing Name,Contract Name,Parent Organization,DD1: Drug Plan Customer Service,,,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",,,,DD3: Member Experience with the Drug Plan,,DD4: Patient Safety and Accuracy of Drug Pricing,,,,,
H9915,Local CCP,"MedStar Family Choice, Inc","MEDSTAR FAMILY CHOICE, INC.","Medstar Health, Inc.",96%,Plan too new to be measured,No data available,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H9947,Local CCP,Blue Cross Blue Shield of Georgia,"BLUE CROSS AND BLUE SHIELD OF GEORGIA, INC.","WellPoint, Inc.",95%,1.1,No data available,0.88,60,20%,Not enough data available,80%,88%,97,9%,84%,71%,73%,68%
H9954,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
R3175,Regional CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",90%,3.0,Not enough data available,0.32,0,11%,Medicare shows only a Star Rating for this topic,81%,90%,99,5%,85%,72%,71%,68%
R3332,Regional CCP,Florida Blue,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",Blue Cross and Blue Shield of Florida,78%,3.4,52%,0.32,100,17%,Medicare shows only a Star Rating for this topic,83%,91%,99,6%,82%,76%,79%,72%
R3444,Regional CCP,Care Improvement Plus,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,"UnitedHealth Group, Inc.",92%,1.3,No data available,0.47,80,14%,Medicare shows only a Star Rating for this topic,85%,92%,99,12%,84%,69%,68%,67%
R5287,Regional CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",90%,CMS identified issues with this plan's data,77%,0.33,0,14%,Medicare shows only a Star Rating for this topic,83%,91%,99,6%,82%,72%,74%,69%
R5342,Regional CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY OF NEW YORK,"UnitedHealth Group, Inc.",93%,0.4,88%,0.54,0,10%,Medicare shows only a Star Rating for this topic,81%,92%,99,5%,85%,75%,78%,72%
R5826,Regional CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,98%,2.1,93%,0.34,100,15%,Medicare shows only a Star Rating for this topic,85%,89%,98,2%,85%,75%,76%,71%
R5941,Regional CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",95%,0.8,80%,0.41,40,23%,Medicare shows only a Star Rating for this topic,79%,89%,97,7%,83%,74%,77%,71%
R6801,Regional CCP,Care Improvement Plus,CARE IMPROVEMENT PLUS OF TEXAS INSURANCE COMPANY,"UnitedHealth Group, Inc.",92%,1.4,Not enough data available,0.76,80,14%,Medicare shows only a Star Rating for this topic,85%,91%,99,9%,87%,66%,67%,62%
R7439,Regional CCP,Akamai Advantage by HMSA,HAWAII MEDICAL SERVICE ASSOCIATION,Hawaii Medical Service Association,96%,0.9,67%,0.07,80,11%,Medicare shows only a Star Rating for this topic,84%,90%,99,4%,86%,78%,79%,75%
R7444,Regional CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",93%,1.0,82%,0.19,0,15%,Medicare shows only a Star Rating for this topic,81%,92%,99,4%,85%,76%,78%,73%
R9896,Regional CCP,Care Improvement Plus,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,"UnitedHealth Group, Inc.",92%,0.4,No data available,0.47,80,11%,Medicare shows only a Star Rating for this topic,86%,91%,99,10%,85%,65%,65%,60%
S0064,PDP,SmartD Rx,MEDCO CONTAINMENT LIFE AND MEDCO CONTAINMENT OF NE,Express Scripts Holding Company,No data available,Plan too new to be measured,73%,0.61,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S0128,PDP,HealthMarkets Medicare,HEALTHMARKETS INSURANCE COMPANY,"HealthMarkets, Inc.",95%,Plan too new to be measured,41%,0.43,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S0197,PDP,First Health Part D,CAMBRIDGE LIFE INSURANCE COMPANY,Aetna Inc.,92%,8.7,No data available,0.00,80,14%,Medicare shows only a Star Rating for this topic,86%,No data available,99,12%,78%,75%,79%,75%
S0223,PDP,Health First Health Plans,HEALTH FIRST HEALTH PLANS,Health First,95%,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,99,11%,85%,68%,72%,70%
S0522,PDP,Symphonix Health,"SYMPHONIX HEALTH INSURANCE, INC.",Granite Creek FlexCap LLP,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S0586,PDP,MVP Health Care,"MVP HEALTH PLAN, INC.","MVP Health Care, Inc.",No data available,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,Not enough data available,5%,81%,82%,87%,77%
S0655,PDP,Tufts Health Plan Medicare Preferred,TUFTS INSURANCE COMPANY,"Tufts Associated HMO, Inc.",No data available,20.3,Not enough data available,0.00,100,No data available,Medicare shows only a Star Rating for this topic,87%,90%,Not enough data available,5%,84%,85%,85%,80%
S1030,PDP,BlueRx (PDP),"BCBS ALABAMA, BCBS TENNESSEE",BCBS OF AL & BCBS OF TN,77%,CMS identified issues with this plan's data,59%,0.05,50,6%,Medicare shows only a Star Rating for this topic,82%,90%,99,13%,82%,77%,79%,72%
S1140,PDP,HealthNow New York Inc.,HEALTHNOW NEW YORK INC.,HealthNow New York Inc.,75%,Plan too new to be measured,Not enough data available,0.76,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S1480,PDP,PrimeTime Prescription Drug Plan,AULTCARE INSURANCE COMPANY,Aultman Health Foundation,No data available,0.0,No data available,No data available,100,No data available,Not enough data available,No data available,No data available,95,18%,78%,74%,74%,71%
S1822,PDP,HealthPartners National PDP,"HEALTHPARTNERS, INC.","HealthPartners, Inc.",No data available,Not enough data available,Not enough data available,0.00,100,Not enough data available,Not enough data available,87%,92%,Not enough data available,8%,83%,76%,83%,84%
S2321,PDP,AmeriHealth Rx PDP,QCC INSURANCE COMPANY,Independence Blue Cross,89%,1.7,20%,0.33,40,14%,Medicare shows only a Star Rating for this topic,81%,92%,Not enough data available,9%,79%,75%,76%,74%
S2468,PDP,Blue Shield of California,CALIFORNIA PHYSICIANS' SERVICE,California Physicians' Service,91%,3.1,54%,0.15,80,7%,Medicare shows only a Star Rating for this topic,83%,89%,98,9%,85%,76%,78%,74%
S2505,PDP,Windsor Rx,"WINDSOR HEALTH PLAN, INC.",Munich American Holding Corporation,95%,CMS identified issues with this plan's data,71%,0.06,53,11%,Medicare shows only a Star Rating for this topic,81%,89%,98,6%,83%,65%,66%,62%
S2874,PDP,"Humana Insurance of Puerto Rico, Inc.","HUMANA INSURANCE OF PUERTO RICO, INC.",Humana Inc.,92%,Not enough data available,No data available,0.76,100,Not enough data available,Not enough data available,No data available,No data available,98,1%,90%,63%,63%,48%
S2893,PDP,Blue MedicareRx,ANTHEM INSURANCE CO. & BCBSMA & BCBSRI & BCBSVT,Anthem Insurance Co. & BCBSMA & BCBSRI & BCBSVT,79%,CMS identified issues with this plan's data,74%,0.13,80,3%,Medicare shows only a Star Rating for this topic,81%,89%,98,4%,82%,82%,84%,79%
S3389,PDP,UPMC Health Plan,"UPMC HEALTH BENEFITS, INC.",University of Pittsburgh Medical Center,No data available,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,Not enough data available,7%,84%,85%,84%,80%
S3440,PDP,Alliance Medicare Rx,ALLIANCE HEALTH AND LIFE INSURANCE COMPANY,Henry Ford Health System,75%,0.0,No data available,0.27,0,10%,Medicare shows only a Star Rating for this topic,81%,92%,99,10%,82%,78%,80%,74%
S3474,PDP,"Benecard Services, Inc.",HEARTLAND FIDELITY INSURANCE COMPANY,Heartland Fidelity Insurance Company,No data available,Plan too new to be measured,No data available,0.21,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S3521,PDP,"Excellus Health Plan, Inc","EXCELLUS HEALTH PLAN, INC.","Lifetime Healthcare, Inc.",92%,0.0,50%,0.28,100,3%,Medicare shows only a Star Rating for this topic,91%,94%,99,7%,81%,81%,83%,78%
S3875,PDP,Granite Alliance,GRANITE ALLIANCE INSURANCE COMPANY,Granite Alliance Insurance Company,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S3994,PDP,HMSA's Medicare Rx Plan,HAWAII MEDICAL SERVICE ASSOCIATION (HMSA),Hawaii Medical Service Association,No data available,0.0,No data available,No data available,100,No data available,Medicare shows only a Star Rating for this topic,No data available,No data available,Not enough data available,2%,89%,92%,91%,87%
S4219,PDP,Health Alliance Medicare Prescription Plan,HEALTH ALLIANCE MEDICAL PLANS,Health Alliance Medical Plans,88%,0.0,Not enough data available,0.99,100,34%,Medicare shows only a Star Rating for this topic,82%,91%,98,14%,84%,80%,78%,74%
S4802,PDP,Windsor Rx,STERLING LIFE INSURANCE COMPANY,Munich American Holding Corporation,94%,CMS identified issues with this plan's data,60%,0.06,0,6%,Medicare shows only a Star Rating for this topic,84%,91%,97,6%,82%,79%,81%,78%
S5351,PDP,PacificSource Medicare,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Health Plans,No data available,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,No data available,No data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
S5540,PDP,Blue Cross and Blue Shield of North Carolina,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,85%,2.4,64%,0.05,100,4%,Medicare shows only a Star Rating for this topic,85%,89%,99,10%,82%,78%,80%,72%
S5552,PDP,Humana Insurance Company of New York,HUMANA INSURANCE COMPANY OF NEW YORK,Humana Inc.,98%,CMS identified issues with this plan's data,100%,0.22,100,10%,Medicare shows only a Star Rating for this topic,80%,89%,98,1%,82%,74%,77%,71%
S5569,PDP,First Health Part D,CAMBRIDGE LIFE INSURANCE COMPANY,Aetna Inc.,92%,0.0,Not enough data available,0.40,80,12%,Medicare shows only a Star Rating for this topic,86%,91%,99,6%,82%,78%,79%,74%
S5580,PDP,First United American Life Insurance Company,FIRST UNITED AMERICAN LIFE INSURANCE COMPANY,Torchmark Corporation,91%,1.9,78%,0.20,30,11%,Medicare shows only a Star Rating for this topic,80%,89%,99,5%,81%,76%,77%,71%
S5584,PDP,Blue Cross Blue Shield of Michigan,BLUE CROSS BLUE SHIELD OF MICHIGAN,Blue Cross Blue Shield of Michigan,99%,0.0,83%,0.08,80,4%,Medicare shows only a Star Rating for this topic,83%,92%,98,6%,79%,80%,82%,78%
S5588,PDP,Paramount Prescription Drug Plan,PARAMOUNT INSURANCE COMPANY,Promedica Health System,No data available,Not enough data available,No data available,Not enough data available,100,Not enough data available,Not enough data available,No data available,No data available,Not enough data available,6%,81%,82%,77%,78%
S5593,PDP,HM Health Insurance Company,HM HEALTH INSURANCE COMPANY,Highmark,93%,1.4,42%,0.08,100,7%,Medicare shows only a Star Rating for this topic,78%,90%,99,7%,79%,79%,80%,75%
S5596,PDP,Blue MedicareRx,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",95%,1.7,85%,0.09,60,9%,Medicare shows only a Star Rating for this topic,81%,91%,97,9%,83%,77%,78%,73%
S5601,PDP,SilverScript,SILVERSCRIPT INSURANCE COMPANY,CVS Caremark Corporation,No data available,4.6,80%,0.26,60,12%,Medicare shows only a Star Rating for this topic,84%,88%,97,6%,82%,74%,75%,72%
